,timestamp,visitorid,event,itemid,transactionid
1409579,1442269353288,1150086,transaction,319602,7163.0
1409737,1442261775813,620240,transaction,188619,4531.0
1409811,1442262913078,247235,transaction,319602,14228.0
1410090,1442243479793,247235,transaction,37197,5971.0
1410137,1442246716800,247235,transaction,152655,371.0
1410438,1442256578822,198270,transaction,158912,4014.0
1410779,1442279496143,1263731,transaction,128625,12507.0
1410782,1442279496159,1263731,transaction,28867,12507.0
1411007,1442260100925,274981,transaction,137697,1103.0
1411016,1442259784109,1336835,transaction,277833,16993.0
1411050,1442260153989,1275487,transaction,42523,5451.0
1411160,1442276228227,42168,transaction,170498,15526.0
1411499,1442274712594,1324157,transaction,339703,13360.0
1411636,1442253921344,859012,transaction,134840,11651.0
1411639,1442251075630,198270,transaction,402992,2966.0
1411700,1442251852988,1136594,transaction,395435,6089.0
1411736,1442252195522,1136594,transaction,395435,8766.0
1411831,1442261775813,620240,transaction,347105,4531.0
1411925,1442262121815,644227,transaction,354832,4807.0
1411969,1442262723816,418229,transaction,244491,15993.0
1412162,1442240525942,173657,transaction,141473,7849.0
1412195,1442236214742,826799,transaction,13711,7100.0
1412261,1442210805835,83600,transaction,313163,12508.0
1412542,1442294932041,469022,transaction,377981,1540.0
1412543,1442294932041,469022,transaction,213834,1540.0
1412544,1442294931979,469022,transaction,181365,1540.0
1412545,1442294931979,469022,transaction,93873,1540.0
1412546,1442294931979,469022,transaction,453286,1540.0
1412556,1442250490795,1230767,transaction,388654,13435.0
1412784,1442248631429,938396,transaction,15283,9323.0
1412821,1442266186054,631750,transaction,406021,8287.0
1413241,1442271002144,1061666,transaction,339606,43.0
1413346,1442272968919,1250217,transaction,138427,7565.0
1413634,1442255714040,686940,transaction,180896,7161.0
1413673,1442257378533,621254,transaction,89343,11585.0
1413678,1442256375796,247235,transaction,122231,2577.0
1413730,1442257091451,247235,transaction,287413,12441.0
1413927,1442268213755,443013,transaction,308025,12725.0
1414155,1442244680298,198270,transaction,288249,5583.0
1414335,1442287327288,168135,transaction,40635,9322.0
1414428,1442287781444,77032,transaction,346996,12602.0
1414545,1442259784109,1336835,transaction,213834,16993.0
1414582,1442258494561,1150086,transaction,102255,9571.0
1414745,1442278615606,449727,transaction,192223,3404.0
1414778,1442279750453,1352958,transaction,41471,10571.0
1414905,1442279496143,1263731,transaction,291921,12507.0
1415078,1442263722299,135719,transaction,268883,3552.0
1415140,1442271840723,1183087,transaction,426098,7405.0
1415167,1442271136462,1150086,transaction,70662,15637.0
1415540,1442248568162,914617,transaction,377134,51.0
1415792,1442238929673,799861,transaction,240248,14870.0
1415902,1442214832694,80267,transaction,68607,17564.0
1415950,1442213704468,711110,transaction,171878,11677.0
1416002,1442211323953,83600,transaction,313163,10492.0
1416052,1442216310982,890047,transaction,75138,10901.0
1416117,1442295664675,878466,transaction,398673,2066.0
1416168,1442265741561,1023195,transaction,424996,7688.0
1416248,1442264648684,135719,transaction,420960,10844.0
1416856,1442293563930,155060,transaction,49088,3228.0
1416945,1442291495800,498136,transaction,114671,11530.0
1416984,1442286640867,1073658,transaction,213834,5465.0
1417061,1442286932188,77032,transaction,346996,13117.0
1417227,1442284552709,1046310,transaction,350103,14840.0
1417274,1442284699923,198270,transaction,372002,4026.0
1417434,1442254935895,1150086,transaction,292136,14905.0
1417538,1442257322632,198270,transaction,304745,3614.0
1417557,1442246716800,247235,transaction,67889,371.0
1417796,1442258386324,1378931,transaction,193272,14968.0
1417837,1442258220520,1254634,transaction,454669,4610.0
1417858,1442257851764,754049,transaction,334401,16597.0
1418195,1442282232574,534123,transaction,463585,10447.0
1418209,1442278800464,642124,transaction,320130,9746.0
1418614,1442256606243,1346514,transaction,301344,9236.0
1418663,1442253085242,43176,transaction,369053,9887.0
1418688,1442251206240,1237790,transaction,74288,9363.0
1418877,1442250291272,1075898,transaction,220750,11097.0
1418944,1442248811322,914617,transaction,377134,12577.0
1419017,1442248776649,938396,transaction,15283,2488.0
1419102,1442241740715,29744,transaction,79056,3667.0
1419193,1442241740668,29744,transaction,264689,3667.0
1419303,1442227844135,177257,transaction,247909,7628.0
1419403,1442213150479,890047,transaction,75643,9983.0
1419612,1442264850818,934487,transaction,166122,4582.0
1420198,1442269357694,230215,transaction,323641,10171.0
1420252,1442263614907,843246,transaction,153778,4024.0
1420374,1442262361161,676919,transaction,89323,15162.0
1420406,1442261227499,1101023,transaction,49029,3058.0
1420445,1442283064370,1076559,transaction,344280,16452.0
1420775,1442257826139,1271835,transaction,438727,5834.0
1421047,1442243479778,247235,transaction,36464,5971.0
1421143,1442272622372,248925,transaction,456912,618.0
1421232,1442272622449,248925,transaction,135976,618.0
1421334,1442279046068,894065,transaction,396633,11412.0
1421382,1442280038374,198270,transaction,332569,16523.0
1421383,1442280038374,198270,transaction,119736,16523.0
1421977,1442260275385,1150086,transaction,210896,1120.0
1422017,1442259537598,1126569,transaction,355393,2033.0
1422061,1442259367593,110227,transaction,389135,2854.0
1422110,1442258756797,560375,transaction,31058,3427.0
1422217,1442268113131,487062,transaction,400059,13278.0
1422350,1442268479998,639775,transaction,357474,15338.0
1422411,1442263634658,676919,transaction,146849,5322.0
1422842,1442217491344,784783,transaction,357650,963.0
1422952,1442214520704,463111,transaction,151703,16768.0
1423042,1442294932057,469022,transaction,195958,1540.0
1423045,1442294931948,469022,transaction,385836,1540.0
1423048,1442295241513,596627,transaction,319515,12502.0
1423218,1442249384212,1150086,transaction,338495,12737.0
1423266,1442249956994,247235,transaction,359567,3907.0
1423379,1442252179928,1036360,transaction,361147,979.0
1423500,1442253085309,43176,transaction,449966,9887.0
1423627,1442291495769,498136,transaction,334401,11530.0
1423884,1442266097621,247235,transaction,2980,15741.0
1423940,1442265677848,995406,transaction,236836,3017.0
1423983,1442266763022,1013626,transaction,299640,8500.0
1424157,1442278079549,77261,transaction,254418,288.0
1424212,1442244825086,460227,transaction,355652,3766.0
1424264,1442243479762,247235,transaction,267196,5971.0
1424656,1442271840708,1183087,transaction,288464,7405.0
1424718,1442273721709,1048327,transaction,116316,13658.0
1424770,1442271136478,1150086,transaction,355169,15637.0
1425155,1442283267943,1312527,transaction,66752,15009.0
1425274,1442281810791,1140386,transaction,150550,12689.0
1425528,1442361960507,1225721,transaction,332018,11386.0
1425730,1442325042853,29802,transaction,393809,8672.0
1426082,1442299938189,434803,transaction,62404,10688.0
1426198,1442381778355,1224201,transaction,49692,3400.0
1426201,1442379989032,1224201,transaction,380810,3381.0
1426259,1442381219612,1224201,transaction,441415,2830.0
1426359,1442333668411,867658,transaction,211418,4642.0
1426715,1442350346993,152963,transaction,228229,17371.0
1426793,1442349305331,198270,transaction,285411,4879.0
1426928,1442356352959,1170710,transaction,132437,14050.0
1426930,1442356111880,1397742,transaction,234746,15415.0
1426969,1442351039204,152963,transaction,431276,16371.0
1427230,1442337934109,813137,transaction,259341,3144.0
1427509,1442342438576,152963,transaction,82141,16519.0
1427569,1442361589324,983943,transaction,20513,2828.0
1427949,1442367696303,5207,transaction,37174,7560.0
1427971,1442368710127,1382772,transaction,464998,8234.0
1428014,1442366230348,725562,transaction,137974,12417.0
1428059,1442373753216,1358558,transaction,228287,3613.0
1428522,1442339014021,1351796,transaction,464220,959.0
1428688,1442377409543,386976,transaction,285036,13468.0
1428799,1442350035894,30687,transaction,963,5926.0
1428810,1442349496382,1337382,transaction,51650,7555.0
1428908,1442350189627,135719,transaction,128296,6068.0
1428914,1442350632389,926668,transaction,198665,17332.0
1428972,1442348191392,728593,transaction,109116,890.0
1429121,1442299938101,434803,transaction,418201,10688.0
1429347,1442326902900,959170,transaction,60380,9374.0
1429610,1442335618560,198270,transaction,387832,15218.0
1429883,1442351373030,198270,transaction,249027,15445.0
1429955,1442356296346,865376,transaction,213834,9942.0
1430038,1442357010349,198270,transaction,319602,3355.0
1430060,1442381778323,1224201,transaction,380810,3400.0
1430176,1442372549065,12134,transaction,180182,2446.0
1430195,1442371159770,711222,transaction,52815,13387.0
1430227,1442372531804,925350,transaction,460219,15644.0
1430325,1442344188921,1003087,transaction,9877,16004.0
1430412,1442342891596,198270,transaction,190594,10479.0
1430690,1442332193258,1003058,transaction,152262,6227.0
1430795,1442333384638,994820,transaction,337091,9875.0
1430800,1442333280652,78006,transaction,213448,15563.0
1430927,1442344767062,152963,transaction,340960,3481.0
1430956,1442347397339,1104374,transaction,172096,1672.0
1430995,1442345518501,170791,transaction,250212,13331.0
1431167,1442344810901,198270,transaction,355393,17040.0
1431250,1442362520900,954590,transaction,158666,16561.0
1431570,1442326220498,509434,transaction,313834,15598.0
1431803,1442335464346,173863,transaction,32581,11302.0
1431901,1442334780785,414189,transaction,213834,4992.0
1431932,1442335140546,198270,transaction,243795,12726.0
1432039,1442299370120,154155,transaction,179238,13793.0
1432058,1442312155086,721849,transaction,234051,6540.0
1432275,1442340037625,468096,transaction,364453,8494.0
1432291,1442338517990,1058941,transaction,77573,5452.0
1432422,1442339705169,71746,transaction,463663,13541.0
1432442,1442341316973,748562,transaction,286940,16744.0
1432485,1442340805467,886905,transaction,208939,830.0
1432531,1442342888112,152963,transaction,209204,7716.0
1432536,1442341195217,264847,transaction,331032,14701.0
1432603,1442340876376,1168709,transaction,341915,8156.0
1432610,1442343232697,1327826,transaction,363745,5836.0
1432614,1442351315581,1321887,transaction,219181,3888.0
1432632,1442351039173,152963,transaction,198921,16371.0
1432655,1442352891829,1160402,transaction,202170,7621.0
1432893,1442349836442,870834,transaction,280802,15333.0
1432919,1442348236480,748562,transaction,444991,13760.0
1432951,1442349989927,198270,transaction,114851,12776.0
1432973,1442349315630,152963,transaction,45175,10434.0
1433169,1442373048173,846908,transaction,72521,13712.0
1433400,1442332494700,152963,transaction,43590,279.0
1433594,1442368918765,748562,transaction,287588,8183.0
1433649,1442368549060,73292,transaction,79524,8957.0
1433674,1442368134132,198270,transaction,199277,3859.0
1433769,1442344767171,152963,transaction,119736,3481.0
1433783,1442345315393,994820,transaction,107162,2331.0
1433860,1442344631143,388066,transaction,224936,2771.0
1433995,1442365969322,1127962,transaction,147077,15992.0
1434007,1442363951218,748562,transaction,151387,437.0
1434022,1442365969291,1127962,transaction,835,15992.0
1434100,1442362595680,1265323,transaction,241612,13297.0
1434107,1442365916471,985771,transaction,394580,790.0
1434339,1442350482266,135719,transaction,128296,13877.0
1434480,1442347631942,748562,transaction,63846,14046.0
1434564,1442355950091,77215,transaction,2463,8701.0
1434910,1442335464346,173863,transaction,461686,11302.0
1434999,1442337160706,198270,transaction,325310,14101.0
1435337,1442297321360,1032217,transaction,259455,13606.0
1435384,1442299938155,434803,transaction,446981,10688.0
1435511,1442379989047,1224201,transaction,49692,3381.0
1435548,1442381778652,1224201,transaction,352541,3400.0
1435559,1442378242594,1109848,transaction,302476,7447.0
1435829,1442358831347,887269,transaction,78494,13647.0
1435897,1442333204930,230215,transaction,323641,12421.0
1435898,1442333204932,230215,transaction,201311,12421.0
1436292,1442339063353,1336835,transaction,302569,3455.0
1436307,1442338518052,1058941,transaction,228287,5452.0
1436418,1442369979195,198270,transaction,234613,11211.0
1436492,1442368134132,198270,transaction,326775,3859.0
1436583,1442347368176,480440,transaction,391020,13532.0
1436653,1442344928136,785737,transaction,72031,10681.0
1436705,1442347266443,386745,transaction,3629,7679.0
1436877,1442342438576,152963,transaction,387318,16519.0
1437176,1442357140383,748697,transaction,267236,16861.0
1437657,1442325499622,29802,transaction,393809,16433.0
1437796,1442299938157,434803,transaction,432912,10688.0
1437873,1442300779020,2519,transaction,413125,261.0
1438024,1442333768362,152963,transaction,12836,45.0
1438371,1442337934102,813137,transaction,319602,3144.0
1438384,1442340420991,994820,transaction,69507,9907.0
1438692,1442352633800,1273771,transaction,381567,2894.0
1438752,1442351921059,11438,transaction,82896,9760.0
1438768,1442351991215,198270,transaction,208244,215.0
1439021,1442345518501,170791,transaction,9877,13331.0
1439031,1442344543606,1003087,transaction,91235,16235.0
1439112,1442329273619,1217315,transaction,461686,7909.0
1439128,1442329766042,198270,transaction,252344,4672.0
1439182,1442331794721,1327109,transaction,353222,7002.0
1439232,1442333299606,748562,transaction,75959,14557.0
1439399,1442368134148,198270,transaction,466603,3859.0
1439442,1442366673126,198270,transaction,314801,14568.0
1439500,1442363585222,235460,transaction,85914,16130.0
1439554,1442362658763,905375,transaction,461660,928.0
1439573,1442365969276,1127962,transaction,357564,15992.0
1440124,1442373313902,755605,transaction,416012,5812.0
1440187,1442373048268,846908,transaction,244717,13712.0
1440417,1442339776706,198270,transaction,460765,8496.0
1440437,1442340258793,1266838,transaction,33395,14785.0
1440532,1442334715685,1287087,transaction,46232,8821.0
1440626,1442334780785,414189,transaction,80122,4992.0
1440753,1442381219627,1224201,transaction,352541,2830.0
1440900,1442322566626,1023195,transaction,417912,7133.0
1441448,1442348236480,748562,transaction,331567,13760.0
1441645,1442355950091,77215,transaction,154638,8701.0
1441705,1442356625154,108997,transaction,73732,11170.0
1441715,1442356296361,865376,transaction,317816,9942.0
1441928,1442342780189,748562,transaction,352685,12321.0
1442119,1442329814199,818819,transaction,278679,4630.0
1442151,1442331794785,1327109,transaction,293972,7002.0
1442152,1442332759000,171376,transaction,218746,14234.0
1442159,1442332759015,171376,transaction,213834,14234.0
1442215,1442332102615,994820,transaction,167502,11824.0
1442243,1442332508356,1256916,transaction,243157,12262.0
1442337,1442346989440,989917,transaction,264258,11954.0
1442558,1442367440112,198270,transaction,252344,17250.0
1442758,1442363732016,755363,transaction,241612,10414.0
1442997,1442423852787,1077984,transaction,204776,6407.0
1443019,1442423852802,1077984,transaction,301345,6407.0
1443439,1442438784003,729150,transaction,129279,5997.0
1443443,1442440198661,1028897,transaction,182927,6497.0
1443604,1442442659328,971454,transaction,154077,14242.0
1443630,1442442787889,152963,transaction,428827,12894.0
1443675,1442444682454,971454,transaction,173847,13393.0
1443739,1442421102117,198270,transaction,359329,8635.0
1443779,1442420809028,439626,transaction,134525,2826.0
1443935,1442416002728,152963,transaction,101288,394.0
1443958,1442419062990,1077984,transaction,343434,12653.0
1443967,1442432445636,1058708,transaction,233734,7456.0
1444165,1442446721895,1340407,transaction,55993,7399.0
1444198,1442448769794,1240995,transaction,410063,12865.0
1444244,1442451382001,1066959,transaction,142756,5897.0
1444249,1442449454245,1058708,transaction,233734,2642.0
1444401,1442427398018,929480,transaction,361463,9695.0
1444479,1442427856466,1315100,transaction,76196,14630.0
1444482,1442427502513,77524,transaction,48582,8949.0
1444841,1442409145028,873287,transaction,87187,15676.0
1445088,1442425363233,39203,transaction,390093,10053.0
1445090,1442425029668,466944,transaction,152600,854.0
1445125,1442426235683,198270,transaction,415818,10424.0
1445133,1442426002457,1150086,transaction,340825,91.0
1445160,1442421158846,8083,transaction,235639,14407.0
1445408,1442438740615,152963,transaction,320130,13922.0
1445420,1442438981582,107314,transaction,348069,7622.0
1445449,1442431970425,1150086,transaction,406727,17130.0
1445483,1442433968451,513361,transaction,239581,204.0
1445636,1442442154858,1161707,transaction,373002,12016.0
1445863,1442446721880,1340407,transaction,237924,7399.0
1445881,1442446737141,152963,transaction,410515,6374.0
1445997,1442445881791,971454,transaction,181651,2011.0
1446245,1442419063003,1077984,transaction,228279,12653.0
1446314,1442417729099,198270,transaction,109116,3987.0
1446691,1442449498943,1150086,transaction,399192,16231.0
1446891,1442426880029,198270,transaction,98547,2116.0
1446908,1442424394535,152963,transaction,275487,14850.0
1446963,1442423696801,1150086,transaction,359910,8030.0
1446992,1442425221037,198270,transaction,353604,10741.0
1447357,1442439220650,294308,transaction,264379,2814.0
1447661,1442434530797,612918,transaction,324071,1502.0
1447818,1442430455008,1124699,transaction,99601,16381.0
1447844,1442430063301,748697,transaction,108713,6281.0
1447857,1442430063333,748697,transaction,110645,6281.0
1447899,1442427681899,77524,transaction,48582,8949.0
1447931,1442446721880,1340407,transaction,451837,7399.0
1447945,1442447234467,971454,transaction,213834,7906.0
1447946,1442447234389,971454,transaction,440128,7906.0
1448067,1442419063013,1077984,transaction,63264,12653.0
1448192,1442432844651,347610,transaction,216241,1286.0
1448386,1442388362363,1114201,transaction,148165,16697.0
1448496,1442455946060,1165148,transaction,89142,16459.0
1448783,1442412234688,73292,transaction,57830,8168.0
1448820,1442409950296,153118,transaction,98719,16618.0
1448987,1442397955051,655713,transaction,99254,13386.0
1448991,1442420740648,582418,transaction,448764,5265.0
1449080,1442422028942,1180229,transaction,138427,11361.0
1449142,1442438784073,729150,transaction,274499,5997.0
1449151,1442438784073,729150,transaction,45644,5997.0
1449252,1442438649367,1263146,transaction,330647,7477.0
1449275,1442438784060,729150,transaction,280802,5997.0
1449506,1442432035166,198270,transaction,140452,5410.0
1449534,1442432844636,347610,transaction,29757,1286.0
1449556,1442434070091,152963,transaction,168952,4197.0
1449576,1442428043025,198270,transaction,131502,10921.0
1449591,1442428071062,1150086,transaction,99601,794.0
1449677,1442429868644,921915,transaction,217605,14231.0
1449890,1442419072288,1005863,transaction,37658,1916.0
1449924,1442419072288,1005863,transaction,24509,1916.0
1449926,1442419063003,1077984,transaction,204776,12653.0
1450066,1442451767273,152963,transaction,168,17526.0
1450154,1442459174303,7633,transaction,7943,6623.0
1450328,1442433652665,152963,transaction,239581,3868.0
1450507,1442463838298,1382092,transaction,413310,14921.0
1450541,1442426235683,198270,transaction,62275,10424.0
1450543,1442424394535,152963,transaction,299164,14850.0
1450545,1442423852787,1077984,transaction,343434,6407.0
1450595,1442423787193,1104446,transaction,304,8784.0
1450601,1442424540970,62434,transaction,266725,8443.0
1450690,1442397955051,655713,transaction,372169,13386.0
1450870,1442438784093,729150,transaction,400286,5997.0
1450896,1442440496667,152902,transaction,296448,15745.0
1450906,1442440198660,1028897,transaction,214181,6497.0
1450982,1442439174348,152963,transaction,393562,13243.0
1451000,1442438784079,729150,transaction,223958,5997.0
1451260,1442449989672,238270,transaction,456414,7202.0
1451381,1442430562315,198270,transaction,126307,7437.0
1451706,1442436261708,11172,transaction,314579,7242.0
1451781,1442459756375,237467,transaction,354153,4244.0
1452172,1442405560865,672066,transaction,243343,5942.0
1452243,1442464344114,1382092,transaction,413310,559.0
1452338,1442423852802,1077984,transaction,63264,6407.0
1452533,1442436731176,28791,transaction,92198,11480.0
1452548,1442420740930,582418,transaction,109208,5265.0
1452591,1442421328992,833429,transaction,415818,9537.0
1452607,1442423212981,198270,transaction,272331,2768.0
1452679,1442438325069,398144,transaction,24292,5308.0
1452719,1442439220665,294308,transaction,21757,2814.0
1452756,1442438784007,729150,transaction,83103,5997.0
1452758,1442438784071,729150,transaction,324707,5997.0
1452788,1442438479127,875980,transaction,49621,5191.0
1452793,1442440796021,916601,transaction,205231,1029.0
1452837,1442444945420,1219448,transaction,283153,1932.0
1453004,1442409950312,153118,transaction,446411,16618.0
1453005,1442409950312,153118,transaction,213834,16618.0
1453080,1442414781385,892515,transaction,280974,15461.0
1453684,1442449265511,152963,transaction,254500,10312.0
1453738,1442433193935,1263358,transaction,168952,5195.0
1453770,1442431082601,309864,transaction,10321,16504.0
1453849,1442432723298,346832,transaction,446934,16098.0
1453860,1442506556735,152963,transaction,260194,355.0
1453933,1442508432875,700595,transaction,95819,7350.0
1454084,1442544192017,152963,transaction,21970,8904.0
1454944,1442495470404,1293368,transaction,147301,1160.0
1455144,1442514876560,755815,transaction,247378,16734.0
1455151,1442514837886,1329289,transaction,302307,13299.0
1455198,1442516150582,152963,transaction,142881,3502.0
1455216,1442535684439,569539,transaction,389860,11088.0
1455799,1442508532165,871243,transaction,386523,2750.0
1455882,1442510917582,152963,transaction,77055,6134.0
1455887,1442510445683,412234,transaction,98652,14614.0
1455912,1442511933279,1156860,transaction,352788,15652.0
1455947,1442512646894,748562,transaction,334714,15635.0
1456595,1442537989072,751256,transaction,241715,7217.0
1456656,1442542096528,152963,transaction,380196,5772.0
1456658,1442542096512,152963,transaction,72462,5772.0
1456670,1442542096512,152963,transaction,12504,5772.0
1456772,1442543898098,152963,transaction,362697,5670.0
1456987,1442496605733,1045937,transaction,193272,9204.0
1457057,1442470375849,1025723,transaction,222371,3577.0
1457190,1442512286447,569539,transaction,226092,3142.0
1457282,1442512705522,266464,transaction,137974,14413.0
1457538,1442505292903,152963,transaction,390591,6210.0
1457781,1442540841770,62004,transaction,312594,5739.0
1457810,1442541011262,427756,transaction,342659,13143.0
1457920,1442513556954,1132858,transaction,271537,2137.0
1457979,1442516502905,1199182,transaction,7943,8622.0
1458912,1442502662163,152963,transaction,206767,12673.0
1459054,1442512286447,569539,transaction,122435,3142.0
1459143,1442510445683,412234,transaction,308053,14614.0
1459327,1442514876732,755815,transaction,309949,16734.0
1459329,1442514876732,755815,transaction,201985,16734.0
1460262,1442507432053,737329,transaction,252344,402.0
1460509,1442513842926,895999,transaction,279225,2793.0
1460830,1442535968087,1156860,transaction,367900,12697.0
1460839,1442538378154,1298462,transaction,358348,5741.0
1460844,1442537936041,355297,transaction,213213,5356.0
1460902,1442537103196,152963,transaction,302559,2553.0
1461343,1442500711144,891847,transaction,326819,3162.0
1461456,1442509739418,221662,transaction,442837,4711.0
1461569,1442510234666,1006557,transaction,148103,2175.0
1461595,1442510778624,841560,transaction,348983,8745.0
1461857,1442513844693,1364905,transaction,446730,5407.0
1461865,1442514171351,31936,transaction,166007,10430.0
1462071,1442504732544,152963,transaction,255919,13895.0
1462108,1442503061050,748562,transaction,344902,9155.0
1462449,1442542096481,152963,transaction,122984,5772.0
1462450,1442542096481,152963,transaction,334401,5772.0
1462579,1430629529429,619893,transaction,180097,7660.0
1463096,1430624101772,345781,transaction,438400,1016.0
1463352,1430629282903,379008,transaction,441645,5846.0
1463462,1430626058961,435495,transaction,175893,6173.0
1463517,1430627504947,1282205,transaction,444888,10488.0
1463605,1430627474903,266417,transaction,445106,12546.0
1464041,1430627474950,266417,transaction,301359,12546.0
1464289,1430625707591,586756,transaction,440917,10942.0
1464650,1430628966224,379008,transaction,441645,4974.0
1464692,1430631693312,1206788,transaction,70790,16809.0
1464710,1430629469395,611754,transaction,210087,3062.0
1465072,1430623641391,869008,transaction,40685,9765.0
1465128,1430632522402,732139,transaction,61273,3099.0
1465295,1430673730939,307276,transaction,4001,2458.0
1465330,1430671880120,429418,transaction,29877,11889.0
1465336,1430674670893,885223,transaction,255336,13260.0
1465380,1430671984819,935325,transaction,268755,1238.0
1466337,1430706177444,216650,transaction,340921,6999.0
1466401,1430634888314,614999,transaction,343618,16434.0
1466472,1430634515556,946749,transaction,217605,7613.0
1466523,1430636531863,450190,transaction,354288,14963.0
1466704,1430699081176,932151,transaction,218648,11279.0
1466760,1430697524940,53842,transaction,371445,7124.0
1466855,1430697292562,1193771,transaction,291947,9491.0
1466891,1430699237794,365315,transaction,146274,4389.0
1467567,1430709786776,132676,transaction,271823,4755.0
1467817,1430690580499,404798,transaction,206937,4594.0
1467831,1430693378124,53842,transaction,293416,5875.0
1467974,1430691196716,516166,transaction,239596,6145.0
1468005,1430690875000,381222,transaction,84160,3445.0
1468127,1430671880120,429418,transaction,158834,11889.0
1468323,1430672138920,461703,transaction,76121,440.0
1468363,1430673261335,1026425,transaction,46444,4789.0
1468370,1430670802997,53842,transaction,49881,4831.0
1468460,1430704545767,53842,transaction,320130,3065.0
1468787,1430711850479,156622,transaction,340808,8162.0
1468897,1430713858073,600589,transaction,369447,7446.0
1469188,1430636568797,1045152,transaction,131385,3188.0
1469285,1430698528048,995314,transaction,107972,14954.0
1469466,1430698845297,1292703,transaction,385769,14322.0
1469582,1430688996189,67803,transaction,161453,6412.0
1469899,1430677836677,53842,transaction,320130,6352.0
1470325,1430667472889,710338,transaction,31058,4404.0
1470426,1430717204563,1176899,transaction,369447,17168.0
1470731,1430689437422,53842,transaction,420528,3135.0
1470789,1430690044483,53842,transaction,291877,15379.0
1470861,1430693378124,53842,transaction,428423,5875.0
1470888,1430695016117,720275,transaction,167143,13675.0
1471196,1430701801675,1279042,transaction,316183,10678.0
1471479,1430713858073,600589,transaction,274435,7446.0
1471593,1430713169917,243592,transaction,295613,9810.0
1472101,1430699295395,719670,transaction,193853,10344.0
1472110,1430699539650,168289,transaction,61298,2370.0
1472170,1430698924610,53842,transaction,305503,2940.0
1472275,1430684328925,53842,transaction,326324,15065.0
1472649,1430678837291,260753,transaction,306086,4664.0
1472956,1430665548420,560305,transaction,436056,3033.0
1473092,1430694464264,1288137,transaction,289160,10719.0
1473437,1430709786745,132676,transaction,338939,4755.0
1473658,1430674670862,885223,transaction,171201,13260.0
1473839,1430673060420,190672,transaction,259357,12118.0
1473941,1430672429944,710338,transaction,294424,6496.0
1474000,1430670377689,190672,transaction,259357,15390.0
1474132,1430672138920,461703,transaction,256164,440.0
1474237,1430701543213,163561,transaction,37254,5587.0
1474650,1430680823424,913454,transaction,339606,16373.0
1475036,1430693378124,53842,transaction,90360,5875.0
1475038,1430693378108,53842,transaction,384723,5875.0
1475256,1430699733156,460412,transaction,197852,12483.0
1475299,1430697292562,1193771,transaction,79442,9491.0
1475301,1430699081113,932151,transaction,252765,11279.0
1475310,1430699237763,365315,transaction,218771,4389.0
1475731,1430641921974,996991,transaction,40168,1849.0
1475925,1430666959685,729806,transaction,317436,2410.0
1475988,1430666987316,53842,transaction,12404,3548.0
1476094,1430667313372,935325,transaction,226005,13379.0
1476099,1430669840336,987715,transaction,47863,216.0
1476415,1430709786729,132676,transaction,381613,4755.0
1476928,1430684202992,563799,transaction,205111,13689.0
1476967,1430684682383,673776,transaction,432011,16383.0
1477076,1430684627475,1227583,transaction,58274,13905.0
1477288,1430678561389,53842,transaction,45738,9217.0
1477289,1430678561389,53842,transaction,829,9217.0
1477482,1430671984819,935325,transaction,63543,1238.0
1477658,1430672531529,53842,transaction,317735,5706.0
1477701,1430673539533,1093736,transaction,70868,7410.0
1478223,1430709786745,132676,transaction,104116,4755.0
1478596,1430666801217,432060,transaction,399531,10826.0
1478628,1430669157237,1390702,transaction,86218,9996.0
1478724,1430668400730,190672,transaction,259357,3480.0
1478750,1430663811237,426297,transaction,274710,9967.0
1479456,1430716767095,1291892,transaction,370838,4704.0
1479622,1430713858073,600589,transaction,41351,7446.0
1479831,1430673455777,935325,transaction,14680,6720.0
1479871,1430671880073,429418,transaction,92466,11889.0
1480034,1430684516191,176379,transaction,452497,17138.0
1480045,1430684695946,53842,transaction,336945,9606.0
1480087,1430688773216,902220,transaction,309748,6980.0
1480151,1430687582148,636520,transaction,31678,16294.0
1480231,1430686237764,172634,transaction,65091,13653.0
1480278,1430713567560,811978,transaction,46156,10862.0
1480600,1430636568797,1045152,transaction,220174,3188.0
1480601,1430636568797,1045152,transaction,219849,3188.0
1480869,1430698182753,53842,transaction,409804,9360.0
1481684,1430683278550,163561,transaction,31644,3967.0
1481838,1430665129345,1208747,transaction,396445,13343.0
1482214,1430706000192,935325,transaction,87740,3182.0
1482518,1430692866732,163561,transaction,386635,6042.0
1482551,1430689754810,935325,transaction,313858,13669.0
1482575,1430690802024,68804,transaction,171042,10642.0
1482583,1430691565014,300311,transaction,350291,1882.0
1482690,1430775190884,557693,transaction,398579,14068.0
1482858,1430772327457,138131,transaction,358211,8363.0
1483091,1430782366395,138131,transaction,11663,16802.0
1483252,1430779085089,138131,transaction,173617,12694.0
1483431,1430780084702,163561,transaction,49196,15198.0
1483535,1430795432167,1235469,transaction,293126,9711.0
1483555,1430798911674,287434,transaction,181845,9783.0
1483566,1430798904488,886313,transaction,82539,1628.0
1483838,1430753820961,221176,transaction,197919,6689.0
1484049,1430793078378,2468,transaction,181948,3247.0
1484057,1430793971378,258538,transaction,271612,9373.0
1484315,1430792212915,986325,transaction,369447,17547.0
1484731,1430764316744,47029,transaction,415660,13733.0
1484750,1430762081987,34951,transaction,387373,17148.0
1485160,1430759295258,34951,transaction,463280,7862.0
1485171,1430757476324,556819,transaction,78163,8039.0
